file_name,label
neu-m2-b1.wav,2
neu-m2-b2.wav,2
neu-m2-b3.wav,2
neu-m2-l1.wav,2
neu-m2-l2.wav,2
neu-m2-l3.wav,2
neu-m2-l4.wav,2
neu-m2-n1.wav,2
neu-m2-n2.wav,2
neu-m2-n3.wav,2
neu-m2-n4.wav,2
neu-m2-n5.wav,2
neu-m2-d1.wav,2
neu-m2-d2.wav,2
rab-m2-b1.wav,4
rab-m2-b2.wav,4
rab-m2-b3.wav,4
rab-m2-l1.wav,4
rab-m2-l2.wav,4
rab-m2-l3.wav,4
rab-m2-l4.wav,4
rab-m2-n1.wav,4
rab-m2-n2.wav,4
rab-m2-n3.wav,4
rab-m2-n4.wav,4
rab-m2-n5.wav,4
rab-m2-d1.wav,4
rab-m2-d2.wav,4
dis-m2-b1.wav,0
dis-m2-b2.wav,0
dis-m2-b3.wav,0
dis-m2-l1.wav,0
dis-m2-l2.wav,0
dis-m2-l3.wav,0
dis-m2-l4.wav,0
dis-m2-n1.wav,0
dis-m2-n2.wav,0
dis-m2-n3.wav,0
dis-m2-n4.wav,0
dis-m2-n5.wav,0
dis-m2-d1.wav,0
dis-m2-d2.wav,0
pau-m2-b1.wav,3
pau-m2-b2.wav,3
pau-m2-b3.wav,3
pau-m2-l1.wav,3
pau-m2-l2.wav,3
pau-m2-l3.wav,3
pau-m2-l4.wav,3
pau-m2-n1.wav,3
pau-m2-n2.wav,3
pau-m2-n3.wav,3
pau-m2-n4.wav,3
pau-m2-n5.wav,3
pau-m2-d1.wav,3
pau-m2-d2.wav,3
gio-m2-b1.wav,1
gio-m2-b2.wav,1
gio-m2-b3.wav,1
gio-m2-l1.wav,1
gio-m2-l2.wav,1
gio-m2-l3.wav,1
gio-m2-l4.wav,1
gio-m2-n1.wav,1
gio-m2-n2.wav,1
gio-m2-n3.wav,1
gio-m2-n4.wav,1
gio-m2-n5.wav,1
gio-m2-d1.wav,1
gio-m2-d2.wav,1
tri-m2-b1.wav,6
tri-m2-b2.wav,6
tri-m2-b3.wav,6
tri-m2-l1.wav,6
tri-m2-l2.wav,6
tri-m2-l3.wav,6
tri-m2-l4.wav,6
tri-m2-n1.wav,6
tri-m2-n2.wav,6
tri-m2-n3.wav,6
tri-m2-n4.wav,6
tri-m2-n5.wav,6
tri-m2-d1.wav,6
tri-m2-d2.wav,6
sor-m2-b1.wav,5
sor-m2-b2.wav,5
sor-m2-b3.wav,5
sor-m2-l1.wav,5
sor-m2-l2.wav,5
sor-m2-l3.wav,5
sor-m2-l4.wav,5
sor-m2-n2.wav,5
sor-m2-n3.wav,5
sor-m2-n4.wav,5
sor-m2-n5.wav,5
sor-m2-d1.wav,5
sor-m2-d2.wav,5
sor-m2-n1.wav,5
