file_name,label
neu-m3-b1.wav,2
neu-m3-b2.wav,2
neu-m3-b3.wav,2
neu-m3-l1.wav,2
neu-m3-l2.wav,2
neu-m3-l3.wav,2
neu-m3-l4.wav,2
neu-m3-n1.wav,2
neu-m3-n2.wav,2
neu-m3-n3.wav,2
neu-m3-n4.wav,2
neu-m3-n5.wav,2
neu-m3-d1.wav,2
neu-m3-d2.wav,2
rab-m3-b1.wav,4
rab-m3-b2.wav,4
rab-m3-b3.wav,4
rab-m3-l1.wav,4
rab-m3-l2.wav,4
rab-m3-l3.wav,4
rab-m3-l4.wav,4
rab-m3-n1.wav,4
rab-m3-n2.wav,4
rab-m3-n3.wav,4
rab-m3-n4.wav,4
rab-m3-n5.wav,4
rab-m3-d1.wav,4
rab-m3-d2.wav,4
dis-m3-b1.wav,0
dis-m3-b2.wav,0
dis-m3-b3.wav,0
dis-m3-l1.wav,0
dis-m3-l2.wav,0
dis-m3-l3.wav,0
dis-m3-l4.wav,0
dis-m3-n1.wav,0
dis-m3-n2.wav,0
dis-m3-n3.wav,0
dis-m3-n4.wav,0
dis-m3-n5.wav,0
dis-m3-d1.wav,0
dis-m3-d2.wav,0
pau-m3-b1.wav,3
pau-m3-b2.wav,3
pau-m3-b3.wav,3
pau-m3-l1.wav,3
pau-m3-l2.wav,3
pau-m3-l3.wav,3
pau-m3-l4.wav,3
pau-m3-n1.wav,3
pau-m3-n2.wav,3
pau-m3-n3.wav,3
pau-m3-n4.wav,3
pau-m3-n5.wav,3
pau-m3-d1.wav,3
pau-m3-d2.wav,3
gio-m3-b1.wav,1
gio-m3-b2.wav,1
gio-m3-b3.wav,1
gio-m3-l1.wav,1
gio-m3-l2.wav,1
gio-m3-l3.wav,1
gio-m3-l4.wav,1
gio-m3-n1.wav,1
gio-m3-n2.wav,1
gio-m3-n3.wav,1
gio-m3-n4.wav,1
gio-m3-n5.wav,1
gio-m3-d1.wav,1
gio-m3-d2.wav,1
tri-m3-b1.wav,6
tri-m3-b2.wav,6
tri-m3-b3.wav,6
tri-m3-l1.wav,6
tri-m3-l2.wav,6
tri-m3-l3.wav,6
tri-m3-l4.wav,6
tri-m3-n1.wav,6
tri-m3-n2.wav,6
tri-m3-n3.wav,6
tri-m3-n4.wav,6
tri-m3-n5.wav,6
tri-m3-d1.wav,6
tri-m3-d2.wav,6
sor-m3-b1.wav,5
sor-m3-b2.wav,5
sor-m3-b3.wav,5
sor-m3-l1.wav,5
sor-m3-l2.wav,5
sor-m3-l3.wav,5
sor-m3-l4.wav,5
sor-m3-n1.wav,5
sor-m3-n2.wav,5
sor-m3-n3.wav,5
sor-m3-n4.wav,5
sor-m3-n5.wav,5
sor-m3-d1.wav,5
sor-m3-d2.wav,5
