file_name,label
neu-f3-b1.wav,2
neu-f3-b2.wav,2
neu-f3-b3.wav,2
neu-f3-l1.wav,2
neu-f3-l2.wav,2
neu-f3-l3.wav,2
neu-f3-l4.wav,2
neu-f3-n1.wav,2
neu-f3-n2.wav,2
neu-f3-n3.wav,2
neu-f3-n4.wav,2
neu-f3-n5.wav,2
neu-f3-d1.wav,2
neu-f3-d2.wav,2
rab-f3-b1.wav,4
rab-f3-b2.wav,4
rab-f3-b3.wav,4
rab-f3-l1.wav,4
rab-f3-l2.wav,4
rab-f3-l3.wav,4
rab-f3-l4.wav,4
rab-f3-n1.wav,4
rab-f3-n2.wav,4
rab-f3-n3.wav,4
rab-f3-n4.wav,4
rab-f3-n5.wav,4
rab-f3-d1.wav,4
rab-f3-d2.wav,4
dis-f3-b1.wav,0
dis-f3-b2.wav,0
dis-f3-b3.wav,0
dis-f3-l1.wav,0
dis-f3-l2.wav,0
dis-f3-l3.wav,0
dis-f3-l4.wav,0
dis-f3-n1.wav,0
dis-f3-n2.wav,0
dis-f3-n3.wav,0
dis-f3-n4.wav,0
dis-f3-n5.wav,0
dis-f3-d1.wav,0
dis-f3-d2.wav,0
pau-f3-b1.wav,3
pau-f3-b2.wav,3
pau-f3-b3.wav,3
pau-f3-l1.wav,3
pau-f3-l2.wav,3
pau-f3-l3.wav,3
pau-f3-l4.wav,3
pau-f3-n1.wav,3
pau-f3-n2.wav,3
pau-f3-n3.wav,3
pau-f3-n4.wav,3
pau-f3-n5.wav,3
pau-f3-d1.wav,3
pau-f3-d2.wav,3
gio-f3-b1.wav,1
gio-f3-b2.wav,1
gio-f3-b3.wav,1
gio-f3-l1.wav,1
gio-f3-l2.wav,1
gio-f3-l3.wav,1
gio-f3-l4.wav,1
gio-f3-n1.wav,1
gio-f3-n2.wav,1
gio-f3-n3.wav,1
gio-f3-n4.wav,1
gio-f3-n5.wav,1
gio-f3-d1.wav,1
gio-f3-d2.wav,1
tri-f3-b1.wav,6
tri-f3-b2.wav,6
tri-f3-b3.wav,6
tri-f3-l1.wav,6
tri-f3-l2.wav,6
tri-f3-l3.wav,6
tri-f3-l4.wav,6
tri-f3-n1.wav,6
tri-f3-n3.wav,6
tri-f3-n2.wav,6
tri-f3-n4.wav,6
tri-f3-n5.wav,6
tri-f3-d1.wav,6
tri-f3-d2.wav,6
sor-f3-b1.wav,5
sor-f3-b2.wav,5
sor-f3-b3.wav,5
sor-f3-l1.wav,5
sor-f3-l2.wav,5
sor-f3-l3.wav,5
sor-f3-l4.wav,5
sor-f3-n1.wav,5
sor-f3-n2.wav,5
sor-f3-n3.wav,5
sor-f3-n4.wav,5
sor-f3-n5.wav,5
sor-f3-d1.wav,5
sor-f3-d2.wav,5
