file_name,label
neu-f1-b1.wav,2
neu-f1-b2.wav,2
neu-f1-b3.wav,2
neu-f1-l1.wav,2
neu-f1-l2.wav,2
neu-f1-l3.wav,2
neu-f1-l4.wav,2
neu-f1-n1.wav,2
neu-f1-n2.wav,2
neu-f1-n3.wav,2
neu-f1-n4.wav,2
neu-f1-n5.wav,2
neu-f1-d1.wav,2
neu-f1-d2.wav,2
rab-f1-b1.wav,4
rab-f1-b2.wav,4
rab-f1-b3.wav,4
rab-f1-l1.wav,4
rab-f1-l2.wav,4
rab-f1-l3.wav,4
rab-f1-l4.wav,4
rab-f1-n1.wav,4
rab-f1-n2.wav,4
rab-f1-n3.wav,4
rab-f1-n4.wav,4
rab-f1-n5.wav,4
rab-f1-d1.wav,4
rab-f1-d2.wav,4
dis-f1-l1.wav,0
dis-f1-b1.wav,0
dis-f1-b2.wav,0
dis-f1-b3.wav,0
dis-f1-l2.wav,0
dis-f1-l3.wav,0
dis-f1-n1.wav,0
dis-f1-n2.wav,0
dis-f1-n3.wav,0
dis-f1-n4.wav,0
dis-f1-n5.wav,0
dis-f1-d1.wav,0
pau-f1-b1.wav,3
pau-f1-b2.wav,3
pau-f1-b3.wav,3
pau-f1-l1.wav,3
pau-f1-l2.wav,3
pau-f1-l3.wav,3
pau-f1-l4.wav,3
pau-f1-n1.wav,3
pau-f1-n2.wav,3
pau-f1-n3.wav,3
pau-f1-n4.wav,3
pau-f1-n5.wav,3
pau-f1-d1.wav,3
pau-f1-d2.wav,3
gio-f1-b1.wav,1
gio-f1-b2.wav,1
gio-f1-b3.wav,1
gio-f1-l1.wav,1
gio-f1-l2.wav,1
gio-f1-l3.wav,1
gio-f1-l4.wav,1
gio-f1-n1.wav,1
gio-f1-n2.wav,1
gio-f1-n3.wav,1
gio-f1-n4.wav,1
gio-f1-n5.wav,1
gio-f1-d1.wav,1
gio-f1-d2.wav,1
sor-f1-b1.wav,5
sor-f1-b2.wav,5
sor-f1-b3.wav,5
sor-f1-l1.wav,5
sor-f1-l2.wav,5
sor-f1-l3.wav,5
sor-f1-l4.wav,5
sor-f1-n1.wav,5
sor-f1-n2.wav,5
sor-f1-n3.wav,5
sor-f1-n4.wav,5
sor-f1-n5.wav,5
sor-f1-d1.wav,5
sor-f1-d2.wav,5
tri-f1-b1.wav,6
tri-f1-b2.wav,6
tri-f1-b3.wav,6
tri-f1-l1.wav,6
tri-f1-l2.wav,6
tri-f1-l3.wav,6
tri-f1-l4.wav,6
tri-f1-n1.wav,6
tri-f1-n2.wav,6
tri-f1-n3.wav,6
tri-f1-n4.wav,6
tri-f1-n5.wav,6
tri-f1-d1.wav,6
tri-f1-d2.wav,6
dis-f1-l4.wav,0
dis-f1-d2.wav,0
